run_id,run_name,sweep_id,state,created_at,config_gpt_model,config_world_size,config_lr_schedule.name,config_lr_schedule.warm_up_fraction,config_training_data,config_hydra.job.name,config_logging_params.wandb,config_logging_params.log_step,config_logging_params.val_step,config_logging_params.keep_last,config_logging_params.svd_log_step,config_logging_params.load_ckpt_step,config_logging_params.save_ckpt_step,config_logging_params.save_checkpoint,config_logging_params.val_tokens_processed,config_optimizer_params.args,config_optimizer_params.name,config_optimizer_params.args.lr,config_logging_params.wandb.tags,config_logging_params.wandb.project,config_optimizer_params.args.weight_decay,config_training_data.training_params.num_epochs,config_training_data.training_params.tokens_processed,config_seed,config_logging_params.diag_log_step,config_optimizer_params.args.ns_steps,config_optimizer_params.args.adamw_betas,config_optimizer_params.args.polar_method,config_optimizer_params.args.polar_safety,config_optimizer_params.args.polar_cushion,config_optimizer_params.args.polar_num_iters,config_ckpt_glob,config_optimizer_params.args.betas,config_training_data.training_params.batch_size,config_optimizer_params.args.muon_mode,config_optimizer_params.args.split_heads,config_logging_params.timing_only,config_optimizer_params.args.muon_variant
uhlbziso,usual-sweep-18,bfj88tht,finished,2025-11-16T21:28:38Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0006, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0006,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.1,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
pk9d9efr,happy-sweep-28,bfj88tht,finished,2025-11-17T03:55:36Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0006, 'betas': [0.95, 0.95], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0006,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.1,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.95]",,,,,
7z1zz93o,legendary-sweep-3,t8splz5x,finished,2025-11-22T02:59:35Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.02, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.02,[5],,,8.0,,,,
nrwlt5jg,distinctive-sweep-31,j7qzf95f,finished,2025-11-22T04:33:04Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [6, 3]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[6, 3]",,,,,,,
jep07ly4,worldly-sweep-1,t8splz5x,finished,2025-11-22T00:17:38Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.02, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.02,[5],,,8.0,,,,
ud9tmam7,jolly-sweep-1,5pllqyjx,finished,2025-11-18T07:50:42Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-safety-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage1', 'safety-sweep'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'stage1', 'safety-sweep']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.0,0.024,[5],,,,,,,
77gcvyrg,dandy-sweep-20,bbxdd87r,finished,2025-11-16T22:53:29Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.1, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.1,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
t30yfcay,cosmic-sweep-3,manual_runs,finished,2025-11-21T10:43:41Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.2, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,1.0,131072.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.2,[5],,,8.0,,,,
mmjyp4cm,crimson-sweep-26,j7qzf95f,finished,2025-11-21T18:20:37Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 2]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 2]",,,,,,,
zbzkmljk,breezy-sweep-23,bfj88tht,finished,2025-11-17T00:41:53Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0001, 'betas': [0.95, 0.95], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0001,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.95]",,,,,
x9oam7pk,gallant-sweep-22,j7qzf95f,finished,2025-11-21T11:11:42Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 1]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 1]",,,,,,,
2hhft8e9,driven-sweep-20,bfj88tht,finished,2025-11-16T22:46:06Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.001, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.001,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.1,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
wajua5i7,ethereal-sweep-5,manual_runs,finished,2025-11-21T19:03:41Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.2, 'polar_num_iters': [3]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,1.0,131072.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.2,[3],,,8.0,,,,
5l4p39ct,cosmic-sweep-25,j7qzf95f,finished,2025-11-21T17:56:01Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 2]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 2]",,,,,,,
7lt7zcsy,serene-sweep-21,j7qzf95f,finished,2025-11-21T10:51:31Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 0]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 0]",,,,,,,
ugtjljit,major-sweep-29,j7qzf95f,finished,2025-11-22T01:00:44Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 3]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 3]",,,,,,,
8rblfwvu,wild-sweep-24,bbxdd87r,finished,2025-11-17T01:28:30Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.95], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.95, 0.95]",polarexpress,1.01,0.024,5,,,,,,,
eo7mqjqw,fragrant-sweep-26,bfj88tht,finished,2025-11-17T02:38:07Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0003, 'betas': [0.95, 0.95], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0003,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.1,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.95]",,,,,
l4k2nbgd,sandy-sweep-1,k1b5yfbn,finished,2025-11-22T00:18:15Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-muon-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'newton-schulz', 'baseline'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.01,"['test', 'newton-schulz', 'baseline']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,8.0,,,,
qofqrw8v,bright-sweep-19,bfj88tht,finished,2025-11-16T22:07:23Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.001, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.001,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
c6ij29wm,glad-sweep-18,j7qzf95f,finished,2025-11-21T04:02:35Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,,,,,
0m4t6p09,youthful-sweep-24,j7qzf95f,finished,2025-11-21T14:46:10Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 1]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 1]",,,,,,,
ie1cpgs3,curious-sweep-25,bfj88tht,finished,2025-11-17T01:59:22Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0003, 'betas': [0.95, 0.95], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0003,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.95]",,,,,
0rgj9vb6,clear-sweep-2,t8splz5x,finished,2025-11-22T01:38:34Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.02, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.02,[5],,,8.0,,,,
eo1za24u,floral-sweep-4,manual_runs,finished,2025-11-21T16:55:42Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-muon-splits,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'splits', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': 'split_qkv', 'adamw_betas': [0.9, 0.999], 'split_heads': True, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'splits', 'polarexpress']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,8.0,split_qkv,True,,
43txecdg,warm-sweep-42,j7qzf95f,finished,2025-11-22T22:58:35Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [7, 0]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[7, 0]",,,,,,,
iiumoipf,genial-sweep-11,t8splz5x,finished,2025-11-22T13:44:51Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[3],,,8.0,,,,
nv3cgsnu,ethereal-sweep-30,j7qzf95f,finished,2025-11-22T01:29:39Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 3]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 3]",,,,,,,
zcbyv4u7,helpful-sweep-27,j7qzf95f,finished,2025-11-21T21:28:29Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5, 2]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[5, 2]",,,,,,,
y9gy8muu,hopeful-sweep-3,k1b5yfbn,finished,2025-11-22T10:01:24Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-muon-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'newton-schulz', 'baseline'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.01,"['test', 'newton-schulz', 'baseline']",cs182-project-GPT-opt,0.01,1.0,131072.0,456.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,8.0,,,,
blsf1jk8,avid-sweep-45,j7qzf95f,finished,2025-11-23T05:21:07Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [7, 5]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[7, 5]",,,,,,,
hadxykfh,stoic-sweep-10,t8splz5x,finished,2025-11-22T12:24:53Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[3],,,8.0,,,,
fb21a0cm,amber-sweep-4,t8splz5x,finished,2025-11-22T04:20:36Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.02, 'polar_num_iters': [3]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.02,[3],,,8.0,,,,
